item_id,restaurant_id,name,description,price,category,image_url,is_available
7add0b5e-1e56-4ba8-b911-febc9681c16e,146db025-665d-4b1c-ae86-02d361189aa9,Nước Ép Cà Rốt,,42000.0,Nước uống,https://happythai.vn/uploads/source/image-logo/nuoc-ep-ca-rot.png,True
ab33eef5-ed7f-4216-aeef-21ed2fc6646d,146db025-665d-4b1c-ae86-02d361189aa9,Nước Ép Chanh,,38000.0,Nước uống,https://happythai.vn/uploads/source/image-logo/nuoc-ep-chanh.png,True
794f5343-d153-4772-8c6e-521f1bf91fd1,db62dce8-6248-47c7-974a-2abf6402197d,Lẩu cá bóp măng chua ( 4 người ),,390000.0,Nước uống,https://mms.img.susercontent.com/vn-11134517-7r98o-lqn24i7chcfw9c@resize_ss120x120!@crop_w120_h120_cT,True
67c65b8a-56ba-4071-aa21-f1aa8a18e01c,db62dce8-6248-47c7-974a-2abf6402197d,Lẩu cá thác lác đọt khổ qua,,350000.0,Nước uống,https://mms.img.susercontent.com/vn-11134517-7r98o-lqn24i7chcfw9c@resize_ss120x120!@crop_w120_h120_cT,True
88b2db9e-eb34-450e-8c03-44c63f49153a,db62dce8-6248-47c7-974a-2abf6402197d,Lẩu cá lăng măng chua lớn,,400000.0,Đồ ăn,https://mms.img.susercontent.com/vn-11134517-7r98o-lqn24i7chcfw9c@resize_ss120x120!@crop_w120_h120_cT,True
1e928adf-0acb-4f3c-adbd-54c4cbd31d30,db62dce8-6248-47c7-974a-2abf6402197d,Lẩu  cá tầm măng nhỏ,,330000.0,Combo,https://mms.img.susercontent.com/vn-11134517-7r98o-lqn24i7chcfw9c@resize_ss120x120!@crop_w120_h120_cT,True
848aeaad-a26c-4d91-bdaa-12c683246e3d,db62dce8-6248-47c7-974a-2abf6402197d,Lẩu cá lăng măng chua nhỏ,,300000.0,Đồ ăn,https://mms.img.susercontent.com/vn-11134517-7r98o-lqn24i7chcfw9c@resize_ss120x120!@crop_w120_h120_cT,True
3fa18680-6611-4429-a910-658314573c0e,db62dce8-6248-47c7-974a-2abf6402197d,Lẩu hải sản cửa đại nhỏ,,300000.0,Đồ ăn,https://mms.img.susercontent.com/vn-11134517-7r98o-lqn24i7chcfw9c@resize_ss120x120!@crop_w120_h120_cT,True
b3e2f3a7-b9d0-4cb8-be26-e0dcbd8618ad,db62dce8-6248-47c7-974a-2abf6402197d,Lẩu cá chim trắng nấu ngót,,490000.0,Combo,https://mms.img.susercontent.com/vn-11134517-7r98o-lqn24i7chcfw9c@resize_ss120x120!@crop_w120_h120_cT,True
388c3dee-cff2-4390-8a51-b4080a4e272d,db62dce8-6248-47c7-974a-2abf6402197d,Lẩu gà bản đôn,,450000.0,Combo,https://mms.img.susercontent.com/vn-11134517-7r98o-lqn24i7chcfw9c@resize_ss120x120!@crop_w120_h120_cT,True
fb49e76e-5e1e-4f5e-b593-82ce3cfaaece,db62dce8-6248-47c7-974a-2abf6402197d,Lẩu riêu cua bắp bò nhỏ,,300000.0,Combo,https://mms.img.susercontent.com/vn-11134517-7r98o-lqn24i7chcfw9c@resize_ss120x120!@crop_w120_h120_cT,True
ea55406f-d282-4bef-b591-2c9b3826917c,db62dce8-6248-47c7-974a-2abf6402197d,Lẩu riêu cua bắp bò (4 người),,400000.0,Combo,https://mms.img.susercontent.com/vn-11134517-7r98o-lqn24i7chcfw9c@resize_ss120x120!@crop_w120_h120_cT,True
18ad1cd3-de7f-4e71-9375-9d577c1be5b3,db62dce8-6248-47c7-974a-2abf6402197d,Lẩu bò mắm ruốc nhúng đọt khổ qua,,390000.0,Combo,https://mms.img.susercontent.com/vn-11134517-7r98o-lqn24i7chcfw9c@resize_ss120x120!@crop_w120_h120_cT,True
ce401662-ac37-44ae-b5f5-7e1c60a38167,db62dce8-6248-47c7-974a-2abf6402197d,Lẩu Hải Sản Cửa Đại lớn (4 người),,400000.0,Combo,https://mms.img.susercontent.com/vn-11134517-7r98o-lqn24i7chcfw9c@resize_ss120x120!@crop_w120_h120_cT,True
6b0045bf-83a5-42fe-b810-93c3f6e26d9d,db62dce8-6248-47c7-974a-2abf6402197d,Lẩu cá tầm măng lớn,,490000.0,Nước uống,https://mms.img.susercontent.com/vn-11134517-7r98o-lqn24i7chcfw9c@resize_ss120x120!@crop_w120_h120_cT,True
d0ab5621-2dec-497b-9eb3-65b0ede8465e,db62dce8-6248-47c7-974a-2abf6402197d,Mì Quảng Hội An,,65000.0,Combo,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-megys4d9ay2s95,True
a134bacf-ca52-4265-aed4-3f1b42bc157a,db62dce8-6248-47c7-974a-2abf6402197d,Bún bò Đặc biệt,,85000.0,Combo,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-megx5ecijitcac,True
2896eef1-5b3f-493f-924c-1386ff78bca2,db62dce8-6248-47c7-974a-2abf6402197d,Bún bò Ruốc Tái Bắp,,65000.0,Nước uống,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-megx5ecijitcac,True
c69df36a-cca6-4ef2-820b-1e0e2d08b7dc,db62dce8-6248-47c7-974a-2abf6402197d,Bún bò Sụn,,65000.0,Combo,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-megx5ecijitcac,True
9ca0c373-eec1-4c25-a838-aec5effcaf64,db62dce8-6248-47c7-974a-2abf6402197d,Gỏi mít non trộn tôm,,130000.0,Combo,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-megxapnzlds614,True
2d1f359e-e299-4b8f-a625-504261063dcd,db62dce8-6248-47c7-974a-2abf6402197d,Gỏi bò khoai môn,,180000.0,Nước uống,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-megxapnzlds614,True
e5990028-c371-4b86-93ac-6ae00ba1b81d,db62dce8-6248-47c7-974a-2abf6402197d,Gỏi củ hủ dừa tôm thịt,,190000.0,Đồ ăn,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-megxapnzlds614,True
24f40aaf-b643-463f-a8ee-276e8034af90,db62dce8-6248-47c7-974a-2abf6402197d,Tép đồng xúc bánh đa,,160000.0,Combo,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-megx5u0yzt3a81,True
6e32bb7a-a150-4218-b7bc-86537162daa3,db62dce8-6248-47c7-974a-2abf6402197d,Gỏi bò rau mầm,,160000.0,Nước uống,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-megxapnzlds614,True
f4084772-d635-4bfe-9cf0-044763d2220c,db62dce8-6248-47c7-974a-2abf6402197d,Gỏi gà rau răm,,150000.0,Nước uống,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-megxapnzlds614,True
cc2112ed-c29f-415a-a801-87ecafb290ce,db62dce8-6248-47c7-974a-2abf6402197d,Gỏi lươn hoá chuối,,150000.0,Combo,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-megxapnzlds614,True
f0fd2437-09c4-446a-a6ed-01abb4a66aed,db62dce8-6248-47c7-974a-2abf6402197d,Tré trộn rau răm,,105000.0,Nước uống,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-megx6rc4c3cy1e,True
d7c049d9-f144-4eb8-a04d-f092bba975be,db62dce8-6248-47c7-974a-2abf6402197d,Gỏi bò cà pháo,,135000.0,Nước uống,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-megxapnzlds614,True
8cee68ea-7944-4d55-8e6c-f7aa4b2acec3,db62dce8-6248-47c7-974a-2abf6402197d,Cá tai tượng chiên xù,,300000.0,Combo,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-megx5u0yzt3a81,True
fee03a20-d8b1-4faf-9fe5-b9f6bba2c0ee,db62dce8-6248-47c7-974a-2abf6402197d,Mẹt nem lụi thịt nướng,,150000.0,Combo,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-megx6rc4c3cy1e,True
39eb0e94-9b7c-4a46-b99d-0f9fa44fa682,db62dce8-6248-47c7-974a-2abf6402197d,Bò luộc cuốn rau rừng chấm mắm cá cơm,,260000.0,Đồ ăn,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-megxc23rnvuv38,True
12e03445-152f-4230-a226-9a4d0e0aa5b7,db62dce8-6248-47c7-974a-2abf6402197d,Mẹt bánh hỏi thịt nướng,,150000.0,Nước uống,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-megzcyq33bif02,True
b0d064bf-3343-41ad-9975-472bb965a867,db62dce8-6248-47c7-974a-2abf6402197d,Bò cuốn cải bẹ xanh,,200000.0,Combo,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-megxc23rnvuv38,True
7704b0c3-9f7e-4d9c-8271-c65d021b71db,db62dce8-6248-47c7-974a-2abf6402197d,Thịt luộc cuốn bánh tráng,,190000.0,Nước uống,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-megxc23rnvuv38,True
b215c331-8abc-43d8-ab1f-de8302b2cbe2,db62dce8-6248-47c7-974a-2abf6402197d,Bò Krongpa nướng muối kiến,,280000.0,Đồ ăn,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-megx7vwewd1g14,True
a17f2ead-0764-48d3-869c-c3921be2c8e4,db62dce8-6248-47c7-974a-2abf6402197d,Bánh đập,,30000.0,Nước uống,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-megxbk4xj7yd34,True
b9f3931c-239c-4d23-979b-1cb217d5517a,db62dce8-6248-47c7-974a-2abf6402197d,Bánh xèo hải sản nấm,,100000.0,Nước uống,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-megx95kjq8ec32,True
32917cc1-4199-4785-9d0b-9f2aaea1851b,db62dce8-6248-47c7-974a-2abf6402197d,Mẹt bánh bèo chén,,70000.0,Nước uống,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-megyglc0pbt3ef,True
1e0f7322-3a2c-4385-b743-d4b481747b46,2037aa13-62c6-4776-b970-dc4545feb065,Salad trộn dầu giấm,Salad tươi ngon ăn kèm với sốt dầu giấm,41000.0,Đồ ăn,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmpo6z5eljia51,True
41df08e7-a0c4-4181-9a74-5bef992b622a,2037aa13-62c6-4776-b970-dc4545feb065,Slad cá ngừ dâu tằm,Salad tươi ngon kết hợp cá ngừ và sốt dâu tằm ngon ngọt,52000.0,Nước uống,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmpo6dvstszo07,True
d6bd65e7-238b-43c7-83c1-d65831b36f19,2037aa13-62c6-4776-b970-dc4545feb065,Salad trộn dâu tằm,Salad tươi ngon ăn kèm với sốt dâu tằm ngon ngọt mới lạ,47000.0,Đồ ăn,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmpo6optca9s3f,True
451fad1f-9550-496e-acd5-7c4e72437b8d,2037aa13-62c6-4776-b970-dc4545feb065,Bò bít tết 100g,Bò bít - tết 100g mềm ngọt ăn kèm với salad - khoai tây và bánh mì tươi,84000.0,Nước uống,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmmpnwwe8e8546,True
61890a80-6c2d-4387-b669-54f0fe4f2f50,2037aa13-62c6-4776-b970-dc4545feb065,Bò bít-tết Mỹ 200g,Thịt Bò Mỹ dai mềm ngọt ăn kèm với salad - khoai tây và bánh mì tươi,174000.0,Nước uống,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmmpoo5d78jo06,True
60eef4a1-bb5b-4986-a2e4-e32bd517474e,2037aa13-62c6-4776-b970-dc4545feb065,Bò bít tết 200g,Bò bít - tết 200g mềm ngọt ăn kèm với salad - khoai tây và bánh mì tươi,134000.0,Nước uống,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmmpo2ie6dj644,True
4a8d22a1-af60-4a2f-8d24-6b4a71f24765,2037aa13-62c6-4776-b970-dc4545feb065,Bò bit-tết Úc AuKobe 150g,Thịt Bò Úc mềm ngọt ăn kèm với salad - khoai tây và bánh mì tươi,129000.0,Combo,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmmppd21nx1f23,True
87bf1903-8654-41b3-899f-98400c6de828,2037aa13-62c6-4776-b970-dc4545feb065,Bò bít-tết 150g Mỹ,Thịt Bò mềm ngọt ăn kèm với salad - khoai tây và bánh mì tươi,134000.0,Đồ ăn,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmmpp19bpafj5a,True
1dd04e4d-3791-442c-8ea6-4255532bd2a7,2037aa13-62c6-4776-b970-dc4545feb065,Bò bít tết 150g,Bò bít - tết 150g mềm ngọt ăn kèm với salad - khoai tây và bánh mì tươi,99000.0,Nước uống,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmmpod5upg5r98,True
b9d3954d-6971-4082-a896-de7eec4d5dff,2037aa13-62c6-4776-b970-dc4545feb065,Sườn heo nướng,Thịt sườn ngọt mềm ăn kèm với salad và khoai tây chiên giòn,76000.0,Combo,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmmpsuj43f9k17,True
f56c59be-8754-412b-8def-147238a66018,2037aa13-62c6-4776-b970-dc4545feb065,Bò lúc lắc 150G,"Bò lúc lắc ăn kèm salad, khoai tây chiên và bánh mì",99000.0,Combo,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmmppqcytm9xc6,True
b0f3cee2-d9ae-4657-a1dd-7aac71f6667c,2037aa13-62c6-4776-b970-dc4545feb065,Bò Bít-Tết Mỹ 100g,Thịt Bò Mỹ dai mềm ngọt ăn kèm với salad - khoai tây và bánh mì tươi,114000.0,Combo,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmmpqy0ghc782d,True
25b537f1-529b-4fe5-bf08-62797d286d07,2037aa13-62c6-4776-b970-dc4545feb065,Cá hồi sốt phô mai,Cá hồi mềm ngọt ăn kèm với salad và khoai tây chiên giòn,99000.0,Nước uống,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmmpqbcr4f0m10,True
b2af1fed-dff7-4cb6-b5d7-e956d648ac43,2037aa13-62c6-4776-b970-dc4545feb065,Đà điểu lúc lắc 100g,Thịt đà điểu mềm ngọt ăn kèm với salad và khoai tây chiên giòn,64000.0,Combo,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmmpsp0jkcn6b7,True
7cfcb999-f8f3-43c9-9989-b39130aa8968,2037aa13-62c6-4776-b970-dc4545feb065,Bò lúc lắc 100G,,84000.0,Combo,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmmpqkpydvr767,True
5bca233a-57f5-4b24-bce0-e5b56ddade36,2037aa13-62c6-4776-b970-dc4545feb065,Đà điểu lúc lắc 150g,Thịt đà điểu mềm ngọt ăn kèm với salad và khoai tây chiên giòn,83000.0,Nước uống,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmmps72xx3bc56,True
01661380-331c-49e1-b29b-3feb07fdd86e,2037aa13-62c6-4776-b970-dc4545feb065,Bánh mì sữa tươi,Bread,10000.0,Nước uống,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmpo9jxlmtj6e1,True
baf3a7eb-a876-49ef-b3b1-05776e6c2b2c,2037aa13-62c6-4776-b970-dc4545feb065,Sốt thêm,Exxtra sauce,10000.0,Đồ ăn,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmpo9v24wbuuf7,True
ec95ab22-3d51-423f-b92b-7b8b67fa7f2d,2037aa13-62c6-4776-b970-dc4545feb065,Trứng chiên ốp la,Fried egg,10000.0,Combo,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmpoab8whoue41,True
717d2140-bbbb-451f-be83-47a1bdc77f03,2037aa13-62c6-4776-b970-dc4545feb065,Khoai tây chiên,French fries,37000.0,Đồ ăn,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmpoa3l4k6x403,True
df403229-d30f-4316-9755-4983f0e39b63,2037aa13-62c6-4776-b970-dc4545feb065,Mì ý bơ tỏi,Pasta with garlic and butter,25000.0,Combo,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmpoaiykb9c2f7,True
1182d5b3-8d33-41c4-8c42-9174330d8e6e,2037aa13-62c6-4776-b970-dc4545feb065,Sốt bò bằm,Exxtra bolognese sauce,15000.0,Combo,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmpoaqvu30n820,True
eb172b2b-6e87-49d5-ab70-8270de040bd9,2037aa13-62c6-4776-b970-dc4545feb065,Nước cam,,25000.0,Nước uống,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmpockavqh34c4,True
744cc9a6-b605-4cdd-a265-6433d22abe89,2037aa13-62c6-4776-b970-dc4545feb065,Trà vải,,25000.0,Combo,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmpoc01raeq0aa,True
1d626962-eada-4a75-9acd-93d6bded0fca,2037aa13-62c6-4776-b970-dc4545feb065,Trà tắc,,20000.0,Đồ ăn,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmpob1jw6ww866,True
1a773d7e-acd2-4f77-a5dc-ffc07a066dee,2037aa13-62c6-4776-b970-dc4545feb065,Trà đào,,25000.0,Combo,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmpoc6su5erq47,True
03f5e72a-f7dc-4d34-b58f-df61aa93ee7b,2037aa13-62c6-4776-b970-dc4545feb065,Sting,,20000.0,Đồ ăn,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmpod0c4zvup3a,True
fca03946-3460-4598-be53-f73c8f61d6cb,2037aa13-62c6-4776-b970-dc4545feb065,Pepsi,,20000.0,Combo,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmpocdneeygx33,True
fc4c1077-d0c4-4fb5-be70-9c88c1b03ced,2037aa13-62c6-4776-b970-dc4545feb065,7up,,20000.0,Combo,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmpodgdu26mc17,True
1cdc5788-e0b0-402f-89a5-dc28199b7a18,2037aa13-62c6-4776-b970-dc4545feb065,Nước suối,,15000.0,Combo,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmpod7ihv11i2f,True
82de1ea9-ddfe-4b6f-ac44-a4566a7bbae3,2037aa13-62c6-4776-b970-dc4545feb065,Bò Bít - tết 200g + pepsi,,143000.0,Đồ ăn,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmpodyq5883q9e,True
2a01e48e-b164-4f09-b111-6a70c993a2e5,2037aa13-62c6-4776-b970-dc4545feb065,Bò Bít - tết 100g + pepsi,,93000.0,Đồ ăn,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmpoe5v96k1w1b,True
df7f18e2-749f-4435-86b8-f16e1c6d91b5,2037aa13-62c6-4776-b970-dc4545feb065,Mỳ Ý bò bằm + pepsi,,68000.0,Đồ ăn,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmpoecag7gn426,True
b9a6cf03-efa2-4e6f-b149-481d271a8bf3,2037aa13-62c6-4776-b970-dc4545feb065,Mỳ ý bò bằm,Sợi mỳ dai mềm ăn kèm với sốt bò bằm thơm ngon,49000.0,Combo,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmmpv9mgu8si66,True
2d9efdff-be50-4826-af80-b407f7d88749,2037aa13-62c6-4776-b970-dc4545feb065,Mỳ ý xúc xích bò bằm,Sợi mỳ dai mềm ăn kèm với xúc xích Đức sốt bò bằm thơm ngon,54000.0,Combo,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmpo3s5gbkeg7a,True
bf8ea638-816f-4ee4-b588-fc95da5cb4da,2037aa13-62c6-4776-b970-dc4545feb065,Mì ý bò bằm phô mai,Sợi mỳ dai mềm ăn kèm với sốt bò bằm phô mai thơm ngon béo ngậy,59000.0,Đồ ăn,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmpo2syf25mr1f,True
9a05a4ec-2c79-426d-94db-c36833815472,2037aa13-62c6-4776-b970-dc4545feb065,Mì ý thịt nguội phô mai,Sợi mỳ dai mềm ăn kèm với salad thịt nguội thơm ngon,59000.0,Đồ ăn,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmpo40oqsiro5c,True
0a45c362-f55d-44cb-9869-aeee1d5b1a63,2037aa13-62c6-4776-b970-dc4545feb065,Mì ý xúc xích phô mai,Sợi mỳ dai mềm ăn kèm với xúc xích sốt phô mai béo ngậy thơm ngon,59000.0,Combo,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmpo49rj1ptu4b,True
140c4a36-8537-45a3-b564-090e4ebd2ae1,2037aa13-62c6-4776-b970-dc4545feb065,Mỳ ý xào bò rau củ,Sợi mỳ dai mềm ăn kèm với rau củ tươi ngon giàu chất dinh dưỡng,54000.0,Combo,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmpo4iaw1xj4df,True
c6a35628-a635-4767-93c9-a305e2adc14c,2037aa13-62c6-4776-b970-dc4545feb065,Cơm chiên đà điểu,Cơm chiên ăn kèm với salad và thịt đà điểu mềm ngọt,57000.0,Đồ ăn,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmpo5nyn9xc05c,True
9f82c838-a2f9-40f9-acdc-9ce4ae98655a,2037aa13-62c6-4776-b970-dc4545feb065,Cơm chiên bò lúc lắc,Cơm chiên thơm ngon ăn kèm với bò lúc lắc và salad,84000.0,Combo,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmpo4xo7o5c277,True
df4d4139-3196-4b55-8c10-6ee93825c5f3,2037aa13-62c6-4776-b970-dc4545feb065,Cơm chiên ba rọi xong khói,Cơm chiên ăn kèm với trứng lòng đào và thịt ba rọi,52000.0,Nước uống,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmpo5fnskbnk58,True
02afc504-bee7-437f-b1aa-acb91d87e044,2037aa13-62c6-4776-b970-dc4545feb065,Cơm chiên trứng,Cơm chiên và trứng lòng đào,39000.0,Nước uống,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmpo5zm57h8k09,True
0a383fcd-df1b-4c6d-9bb9-ed3679f5b4ba,2037aa13-62c6-4776-b970-dc4545feb065,Cơm chiên đùi gà,Cơn chiên ăn kèm với đùi gà chiên giòn thơm ngon,57000.0,Combo,https://down-bs-vn.img.susercontent.com/vn-11134517-81ztc-mmpo55efwefa28,True
d62b0816-4dec-4d0b-9895-3e9d86e21969,1b24fb7f-7bcd-4e7f-8cb6-a9c0f5c5e516,Lẩu thập cẩm 3 loại cá,,120000.0,Combo,https://down-bs-vn.img.susercontent.com/vn-11134517-7ras8-m0llkezwkhkd35,True
e2d9ef7c-545b-404a-9526-28556a0f235f,1b24fb7f-7bcd-4e7f-8cb6-a9c0f5c5e516,Lẩu Đại Dương Bao La,"Gồm 4 tôm càng, nghêu, cá, tôm viên, tuộc, bò, măng chua (AI HỔNG ĂN ĐƯỢC MĂNG CHUA NOTE DÙM ĐỂ BỎ RA).",215000.0,Đồ ăn,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lyj22mgq7rtt87,True
ec97f989-4bf0-4ce9-9fbf-21c26ef8ac5f,1b24fb7f-7bcd-4e7f-8cb6-a9c0f5c5e516,Lẩu Măng Chua Cá Thác Lác,"Chuẩn cá thác lác không pha, dai dẻo, ăn cùng măng chua ngon toẹt dzờ.",185000.0,Combo,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lyjmnpbuxeox58,True
c1b36ff7-bde1-401c-a3fb-d507976225d4,1b24fb7f-7bcd-4e7f-8cb6-a9c0f5c5e516,Lẩu Cá Hú,,120000.0,Nước uống,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lykqjw6c2ma5c5,True
a702a1d8-eb31-4798-837c-ae72c30f4f03,1b24fb7f-7bcd-4e7f-8cb6-a9c0f5c5e516,Lẩu Cá Diêu Hồng,,120000.0,Combo,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lyj2j5rt1zflb0,True
98f48a11-23aa-4ad0-8193-8eba16614930,1b24fb7f-7bcd-4e7f-8cb6-a9c0f5c5e516,Lẩu Đầu Cá Hồi,,120000.0,Combo,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lyj2h704m7c1b9,True
f83ce63a-8563-4361-83e3-66d9247660d6,1b24fb7f-7bcd-4e7f-8cb6-a9c0f5c5e516,Lẩu Cua Kim Chi,,205000.0,Đồ ăn,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lyjmn1kfp7ild9,True
