image_id,restaurant_id,image_url,image_type,uploaded_at
a9fe46d1-8c63-4841-bdfe-283e33a685ea,8ea0a780-b489-4505-91a0-54243cbd56c2,https://tse4.mm.bing.net/th/id/OIP.pJe38um5qAwsNWFunCTSfgHaEO?rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
ae82ea48-e030-4f34-9002-fc2c7b9958a0,6eecb000-ecd2-4690-8b63-85441188e0d3,https://images.prismic.io/luxdeco-dev/MWM1MGExZjYtZDA0Ny00NDkzLWJmNTktZTJiMjJhZTM1NGZh_restaurant_interior_design-_layouts_design_ideas___luxdeco_3.jpg?auto=compress,cover,2026-05-24T12:02:44Z
c533d0df-fab0-43ce-b776-c8fa9350b18f,6ca112df-14ef-4a05-acc4-68663f6cc0d7,https://rabda-entries.s3.amazonaws.com/store/2023/chotto-matte-marylebone-76cbeb99-0927-4ae9-8e60-56e594d24e8a/image/32226/file/xlarge-89f07358bb1a9d6da3ae470dec6fc4ff.jpg,cover,2026-05-24T12:02:44Z
4bee6270-17bf-4c05-ae1d-a7b9a573c633,24b7b7b8-517a-421f-8b4c-e9448a9047c9,https://tse2.mm.bing.net/th/id/OIP.ADX9gZvp5oCu1pVqfcOflAHaEo?rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
0095dd54-59a0-46e7-938d-6d225bed86b9,c698955d-84fe-4771-a609-f47b1834bb49,https://4.bp.blogspot.com/-b3nppVIhSbA/W3Xop_EYjII/AAAAAAAAXRg/Z0BdFFYUz4AdYac4k_iJIAM6zeygx5jlQCLcBGAs/s1600/nha-hang-sai-gon-tphcm-10.jpg,cover,2026-05-24T12:02:44Z
f976c92f-5b89-412f-8489-f7f2d9e71dd7,4321a456-75ba-479b-9d87-34c09fccae45,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/be/30/ff/outdoor-over-looking.jpg?w=800&h=-1&s=1,cover,2026-05-24T12:02:44Z
0cd64021-5924-49d1-8689-f139e9f1bf69,4fe1ea76-ab8b-4fbf-8cad-25fe1e53d6d6,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/b5/69/5a/welcome-to-l-ng-den-restaurant.jpg?w=800&h=600&s=1,cover,2026-05-24T12:02:44Z
67a11e67-d8e7-49d8-b9ba-6c67ce0235e5,4b8987de-ef27-4611-861c-a480483a53b8,https://tse4.mm.bing.net/th/id/OIP.RcSbHleaNWmIuPxIFULA3gHaE8?rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
7dfce5f4-689b-4a79-9194-cd3d7258943c,06b8d206-c82b-4da4-8c7b-72db3c97c5cf,https://tse4.mm.bing.net/th/id/OIP.V7BnesGlJc6uNRMJTUn5RgHaE7?rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
a7c9c210-e4d2-41dc-a0a0-c7b5060ef24c,92221ac5-3af3-4961-8d25-31dcb3a8747b,https://hblimg.mmtcdn.com/content/hubble/img/Bangalore/mmt/activities/m_Bameys%20Restro%20Cafe_l_398_598.jpg,cover,2026-05-24T12:02:44Z
d4a799f0-9b70-4cd1-8f01-9445549aafea,84bc8c47-5461-45fa-b360-2672ac586ec3,https://tse1.mm.bing.net/th/id/OIP.tcymWmvJUvnFIxyl9Ic4VgHaE8?o=7rm=3&rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
2853e29e-dd73-478b-8b2a-5b63f0720c2d,d29ca8e8-9be3-4aa7-830c-8e9020041614,https://tse2.mm.bing.net/th/id/OIP.jPD7eP7YZD8TlTT9hTqLlwHaEV?rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
6dd31b49-2036-4b96-a7be-dcec4b286865,d20dd97a-164f-4f30-bbf6-5d46de10f242,https://tse3.mm.bing.net/th/id/OIP.AeDcZuXW0FjBguujImak8AHaE9?o=7rm=3&rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
1d73d072-83e1-4d9a-9119-77a4475f7bf2,5130ad3b-3c16-424b-add7-80f5faff180c,https://i.pinimg.com/originals/b9/80/18/b980187cff6a53d60d387a75cff9ab19.jpg,cover,2026-05-24T12:02:44Z
093a641e-a4af-4154-a780-92dad798f000,851cad46-2828-4d35-8329-573f13541fbd,https://tse2.mm.bing.net/th/id/OIP.92OdqTIk4LitBNlZIMtl8AHaJQ?w=1080&h=1350&rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
371135b1-a835-47e5-8bf8-ad651b982eb6,fbd0b9f3-e88a-4722-81a6-3d9139515c56,https://tse4.mm.bing.net/th/id/OIP.pJe38um5qAwsNWFunCTSfgHaEO?rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
54e67433-afc6-4e4b-90ba-3f90d0d9d2a9,a7de1ad6-3cac-4261-874d-4d935fff21eb,https://images.prismic.io/luxdeco-dev/MWM1MGExZjYtZDA0Ny00NDkzLWJmNTktZTJiMjJhZTM1NGZh_restaurant_interior_design-_layouts_design_ideas___luxdeco_3.jpg?auto=compress,cover,2026-05-24T12:02:44Z
55bc89c7-7821-4fbc-b85f-165a5a675e36,6f180adf-f92f-42fa-9536-ed09646b109e,https://rabda-entries.s3.amazonaws.com/store/2023/chotto-matte-marylebone-76cbeb99-0927-4ae9-8e60-56e594d24e8a/image/32226/file/xlarge-89f07358bb1a9d6da3ae470dec6fc4ff.jpg,cover,2026-05-24T12:02:44Z
8632e96c-66f4-41a4-ad10-55d37cf429ee,5c297d4b-ef79-41ca-8694-3470ef745d70,https://tse2.mm.bing.net/th/id/OIP.ADX9gZvp5oCu1pVqfcOflAHaEo?rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
2a88bb08-1f10-42f8-8b25-9677597de168,d8747cbe-c93d-4bbe-9800-72addcfeb2ad,https://4.bp.blogspot.com/-b3nppVIhSbA/W3Xop_EYjII/AAAAAAAAXRg/Z0BdFFYUz4AdYac4k_iJIAM6zeygx5jlQCLcBGAs/s1600/nha-hang-sai-gon-tphcm-10.jpg,cover,2026-05-24T12:02:44Z
71d78b52-12b0-48fe-9f64-bf83ad02fef6,8234944b-67b1-4ee9-b857-49abf741492b,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/be/30/ff/outdoor-over-looking.jpg?w=800&h=-1&s=1,cover,2026-05-24T12:02:44Z
ab054220-3e8e-42ab-92d9-6391ab4026c9,fcc28c11-1061-4d61-bce6-a28bb428a9d8,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/b5/69/5a/welcome-to-l-ng-den-restaurant.jpg?w=800&h=600&s=1,cover,2026-05-24T12:02:44Z
4c66f776-0981-4a85-8977-283ddac9711a,ed8da5d6-0304-43e6-ba30-2c4779644793,https://tse4.mm.bing.net/th/id/OIP.RcSbHleaNWmIuPxIFULA3gHaE8?rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
f14f4898-2807-4159-8e3c-e75e7bdb9093,ec7e7918-8494-4f00-a34f-8c3e763a9cfe,https://tse4.mm.bing.net/th/id/OIP.V7BnesGlJc6uNRMJTUn5RgHaE7?rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
803929b1-cb1e-4cde-8232-9d833fd67a19,ebfa314f-e91e-4490-a2df-67dac6d9e5c9,https://hblimg.mmtcdn.com/content/hubble/img/Bangalore/mmt/activities/m_Bameys%20Restro%20Cafe_l_398_598.jpg,cover,2026-05-24T12:02:44Z
7327b748-aa16-477e-858b-38383951a0a9,ed6a0f70-0322-4bb1-bcd1-8c5ba638052c,https://tse1.mm.bing.net/th/id/OIP.tcymWmvJUvnFIxyl9Ic4VgHaE8?o=7rm=3&rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
468ae4eb-02aa-49f3-9e78-3b64cf56dcc6,aba7f66d-8362-4f5b-8b4c-43b4cbd66841,https://tse2.mm.bing.net/th/id/OIP.jPD7eP7YZD8TlTT9hTqLlwHaEV?rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
ba9743e7-6c04-4e07-9f99-94adc8c45048,4523f3ea-b2e8-4e2a-ab28-9b87ee5192be,https://tse3.mm.bing.net/th/id/OIP.AeDcZuXW0FjBguujImak8AHaE9?o=7rm=3&rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
78b0149b-2664-4b6a-8ce4-845b15cd1598,52947ae1-9894-4ea6-963c-c121daefa88c,https://i.pinimg.com/originals/b9/80/18/b980187cff6a53d60d387a75cff9ab19.jpg,cover,2026-05-24T12:02:44Z
d0473657-937b-47ed-90bf-58c732b35359,ae477e93-1c5d-4ecc-96ec-d414e828930a,https://tse2.mm.bing.net/th/id/OIP.92OdqTIk4LitBNlZIMtl8AHaJQ?w=1080&h=1350&rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
f13a8a0d-c5ff-4048-850c-ba3ecdfe8b03,0a016dd0-45d8-467b-8050-db4bc8cfab76,https://tse4.mm.bing.net/th/id/OIP.pJe38um5qAwsNWFunCTSfgHaEO?rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
d3d9b5fc-2fe9-4e0e-9580-72b6f3f293e8,4e386dc1-1b4b-4332-a679-feb6f86be087,https://images.prismic.io/luxdeco-dev/MWM1MGExZjYtZDA0Ny00NDkzLWJmNTktZTJiMjJhZTM1NGZh_restaurant_interior_design-_layouts_design_ideas___luxdeco_3.jpg?auto=compress,cover,2026-05-24T12:02:44Z
c2b34b4f-47fc-4eec-b3e7-d6911a3c74d7,77366939-9c75-4871-931f-9d79f3ac2689,https://rabda-entries.s3.amazonaws.com/store/2023/chotto-matte-marylebone-76cbeb99-0927-4ae9-8e60-56e594d24e8a/image/32226/file/xlarge-89f07358bb1a9d6da3ae470dec6fc4ff.jpg,cover,2026-05-24T12:02:44Z
38ff0eb8-3fef-4ad9-b76f-4d6e2cce765a,e54aa447-40cd-4658-8fd7-245d13180404,https://tse2.mm.bing.net/th/id/OIP.ADX9gZvp5oCu1pVqfcOflAHaEo?rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
c46cc837-bd98-4133-93a4-dfbbf6454b7a,6e81c45b-ab13-425c-b5d0-5c33a0fb76bd,https://4.bp.blogspot.com/-b3nppVIhSbA/W3Xop_EYjII/AAAAAAAAXRg/Z0BdFFYUz4AdYac4k_iJIAM6zeygx5jlQCLcBGAs/s1600/nha-hang-sai-gon-tphcm-10.jpg,cover,2026-05-24T12:02:44Z
a62deca0-d8fa-498e-a37d-c0532f48f78d,1177f196-916f-4040-bd57-21a40f6d4e5f,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/be/30/ff/outdoor-over-looking.jpg?w=800&h=-1&s=1,cover,2026-05-24T12:02:44Z
9a110238-830e-4a4c-a8a2-8f91503147e4,eb7b334c-94bb-4092-a9fa-6ebf83fb5a5f,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/b5/69/5a/welcome-to-l-ng-den-restaurant.jpg?w=800&h=600&s=1,cover,2026-05-24T12:02:44Z
a838427e-9a52-4ad7-9c19-a8125f4463e6,9599c4d4-e105-4d77-931c-5cbd689c9116,https://tse4.mm.bing.net/th/id/OIP.RcSbHleaNWmIuPxIFULA3gHaE8?rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
eee87ad1-e22d-48e8-bf64-1ef45cb94a6b,8d5c044a-cd2c-48a9-88c1-b5d1c89f641f,https://tse4.mm.bing.net/th/id/OIP.V7BnesGlJc6uNRMJTUn5RgHaE7?rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
84957b5a-afa3-4762-ad9b-eac39bc62045,ce70b7b3-44bd-44a0-87f9-77045abef474,https://hblimg.mmtcdn.com/content/hubble/img/Bangalore/mmt/activities/m_Bameys%20Restro%20Cafe_l_398_598.jpg,cover,2026-05-24T12:02:44Z
57deea39-7ccb-4e55-a54e-c16083cce5e8,e35b9de7-de5c-47ea-bca2-643e913f08bb,https://tse1.mm.bing.net/th/id/OIP.tcymWmvJUvnFIxyl9Ic4VgHaE8?o=7rm=3&rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
6419639f-086c-4828-a1c0-609558bc1183,1391a40c-c8f0-4d8a-939e-4329eca3e867,https://tse2.mm.bing.net/th/id/OIP.jPD7eP7YZD8TlTT9hTqLlwHaEV?rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
b261583f-5839-4dc0-9480-84edc60b6704,6fb3c659-359a-457e-a14e-db23889c14cd,https://tse3.mm.bing.net/th/id/OIP.AeDcZuXW0FjBguujImak8AHaE9?o=7rm=3&rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
bc9a00ea-c396-4f31-8be5-270d6f744ffe,f2381111-8c30-4e62-86e6-d3767b081394,https://i.pinimg.com/originals/b9/80/18/b980187cff6a53d60d387a75cff9ab19.jpg,cover,2026-05-24T12:02:44Z
08f8e4a8-2211-4cc7-8bd8-33f304053a12,d928cbda-1da1-48d6-9691-1dba1ffbae21,https://tse2.mm.bing.net/th/id/OIP.92OdqTIk4LitBNlZIMtl8AHaJQ?w=1080&h=1350&rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
11106861-d766-4af4-89f2-ae0691439ad9,0877b71d-5b30-43ca-8c04-4d626faa841a,https://tse4.mm.bing.net/th/id/OIP.pJe38um5qAwsNWFunCTSfgHaEO?rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
7606576d-be7f-450d-8503-b0fa2c5cce63,0d8d3ab4-3b9e-4126-bf81-89629129a86f,https://images.prismic.io/luxdeco-dev/MWM1MGExZjYtZDA0Ny00NDkzLWJmNTktZTJiMjJhZTM1NGZh_restaurant_interior_design-_layouts_design_ideas___luxdeco_3.jpg?auto=compress,cover,2026-05-24T12:02:44Z
6704dee0-d46e-473f-a124-b976dcd75bdb,3acc5ec9-88b5-453c-bee1-a4783b5b7c2a,https://rabda-entries.s3.amazonaws.com/store/2023/chotto-matte-marylebone-76cbeb99-0927-4ae9-8e60-56e594d24e8a/image/32226/file/xlarge-89f07358bb1a9d6da3ae470dec6fc4ff.jpg,cover,2026-05-24T12:02:44Z
f7f156f8-0717-4d25-8361-a6e676446f32,82799662-2dec-4eec-b69b-0111e41e1c58,https://tse2.mm.bing.net/th/id/OIP.ADX9gZvp5oCu1pVqfcOflAHaEo?rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
a56a5210-c152-4c98-a1c5-d9af47e72844,ee97248b-b3c8-4177-912c-a4d0d8be836f,https://4.bp.blogspot.com/-b3nppVIhSbA/W3Xop_EYjII/AAAAAAAAXRg/Z0BdFFYUz4AdYac4k_iJIAM6zeygx5jlQCLcBGAs/s1600/nha-hang-sai-gon-tphcm-10.jpg,cover,2026-05-24T12:02:44Z
bddd19e8-09d0-4e47-97e6-1ee75238f603,54adba30-9e56-4161-8ecc-a04c872b025a,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/be/30/ff/outdoor-over-looking.jpg?w=800&h=-1&s=1,cover,2026-05-24T12:02:44Z
9daa66be-5a12-47d6-a2c7-77e4684f6f93,c560ed61-4cae-4c9c-8f2b-08bad1e86094,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/b5/69/5a/welcome-to-l-ng-den-restaurant.jpg?w=800&h=600&s=1,cover,2026-05-24T12:02:44Z
24cc74bc-bf3c-4726-a639-625de9ff25da,bcb4c36f-2be9-483e-8401-0554fdeaaa7c,https://tse4.mm.bing.net/th/id/OIP.RcSbHleaNWmIuPxIFULA3gHaE8?rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
c6efd0fa-04a3-4540-a467-06113c00b26c,a4416364-0a93-4db0-a003-78c4356b9a74,https://tse4.mm.bing.net/th/id/OIP.V7BnesGlJc6uNRMJTUn5RgHaE7?rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
49e74c94-01a0-4e93-8f5e-dcec7fba94e3,b3c7da19-a17a-496f-be8f-22374085f243,https://hblimg.mmtcdn.com/content/hubble/img/Bangalore/mmt/activities/m_Bameys%20Restro%20Cafe_l_398_598.jpg,cover,2026-05-24T12:02:44Z
376904c1-0529-4cdd-979b-84244cfe26fd,3f464005-132b-41c7-90e5-a8678a3b49a3,https://tse1.mm.bing.net/th/id/OIP.tcymWmvJUvnFIxyl9Ic4VgHaE8?o=7rm=3&rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
a42b713f-c761-4839-9a90-60cf8331a03a,eb4b4ca7-9cb8-4cfd-884b-5b017b1313c6,https://tse2.mm.bing.net/th/id/OIP.jPD7eP7YZD8TlTT9hTqLlwHaEV?rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
8f3a26e1-8f64-45d4-bcab-e14808554c09,bfaa1036-d58c-4dd1-9c96-f4be96ccdc7a,https://tse3.mm.bing.net/th/id/OIP.AeDcZuXW0FjBguujImak8AHaE9?o=7rm=3&rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
5dbbf75c-84d4-4e45-9eb3-97214b83c9b7,4dfb0a8e-1d27-47bf-9cd7-40b9b79c364f,https://i.pinimg.com/originals/b9/80/18/b980187cff6a53d60d387a75cff9ab19.jpg,cover,2026-05-24T12:02:44Z
3384ee6c-6004-4ede-9de1-8cc1ff1ef5b0,afc105ac-8e2c-40f0-a5f7-b2c89e350ee0,https://tse2.mm.bing.net/th/id/OIP.92OdqTIk4LitBNlZIMtl8AHaJQ?w=1080&h=1350&rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
1cb9cf19-d65e-489d-aafe-bd8d284babe7,bb54af32-7755-4432-9aea-2ca48e416dea,https://tse4.mm.bing.net/th/id/OIP.pJe38um5qAwsNWFunCTSfgHaEO?rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
0feadd9c-d036-4465-bb46-a8d5b9b1e10f,f5814126-9271-41c5-b9f9-0b14f0e19737,https://images.prismic.io/luxdeco-dev/MWM1MGExZjYtZDA0Ny00NDkzLWJmNTktZTJiMjJhZTM1NGZh_restaurant_interior_design-_layouts_design_ideas___luxdeco_3.jpg?auto=compress,cover,2026-05-24T12:02:44Z
75873f7f-e918-442e-a7d7-4642ff102b1e,ee118909-43b2-4de5-bbab-97f90a1a07cc,https://rabda-entries.s3.amazonaws.com/store/2023/chotto-matte-marylebone-76cbeb99-0927-4ae9-8e60-56e594d24e8a/image/32226/file/xlarge-89f07358bb1a9d6da3ae470dec6fc4ff.jpg,cover,2026-05-24T12:02:44Z
5c7c321e-5f2a-4bf3-aa83-a3a6c96dfdc2,9251e60c-cb12-485b-9bd2-866427570d13,https://tse2.mm.bing.net/th/id/OIP.ADX9gZvp5oCu1pVqfcOflAHaEo?rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
7c5d6a52-bf2e-4490-91d7-623a92b60917,ed83ec03-e572-42c4-ac40-c6df383a8d9f,https://4.bp.blogspot.com/-b3nppVIhSbA/W3Xop_EYjII/AAAAAAAAXRg/Z0BdFFYUz4AdYac4k_iJIAM6zeygx5jlQCLcBGAs/s1600/nha-hang-sai-gon-tphcm-10.jpg,cover,2026-05-24T12:02:44Z
b7a5a10b-a21d-49ef-8672-cb2e6299dabe,06db89c8-f9a3-4fe7-a75e-a52d31dfb812,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/be/30/ff/outdoor-over-looking.jpg?w=800&h=-1&s=1,cover,2026-05-24T12:02:44Z
361265f9-fbd6-43a5-8a44-0a49c9cc378e,1d504d9d-cb0d-407c-aaef-d11a7c168ed5,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/b5/69/5a/welcome-to-l-ng-den-restaurant.jpg?w=800&h=600&s=1,cover,2026-05-24T12:02:44Z
5c53a20f-0303-4ae3-b821-c217ed9c605c,4111c941-c10d-4fdd-8371-b1df1fd1a944,https://tse4.mm.bing.net/th/id/OIP.RcSbHleaNWmIuPxIFULA3gHaE8?rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
7157c8c9-f7e0-46c5-a162-54ee55b49355,95b08096-4d14-4ab6-8ecc-c372093505a0,https://tse4.mm.bing.net/th/id/OIP.V7BnesGlJc6uNRMJTUn5RgHaE7?rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
c5a9a1bf-7e5e-4454-a407-8cf24f6e7fe8,2c6286a2-88a6-4bce-8256-0d216410715e,https://hblimg.mmtcdn.com/content/hubble/img/Bangalore/mmt/activities/m_Bameys%20Restro%20Cafe_l_398_598.jpg,cover,2026-05-24T12:02:44Z
c0211f17-01a8-43b7-bfa7-a979605b49e1,f399cb19-e623-45ed-b454-fdbea17b46e3,https://tse1.mm.bing.net/th/id/OIP.tcymWmvJUvnFIxyl9Ic4VgHaE8?o=7rm=3&rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
5245d5e3-bdda-4fa7-bddd-52200027c729,033c0780-7e0e-4200-8e04-0c293be6aa29,https://tse2.mm.bing.net/th/id/OIP.jPD7eP7YZD8TlTT9hTqLlwHaEV?rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
bc16eb7b-d318-4c70-8410-b14940aab59b,e4048cd7-8903-4dbd-8645-c335b5669139,https://tse3.mm.bing.net/th/id/OIP.AeDcZuXW0FjBguujImak8AHaE9?o=7rm=3&rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
04ac935c-8766-4b95-afe5-38985cc264fc,fc8fb8e8-a7bd-4949-bb17-f93c801a1a5a,https://i.pinimg.com/originals/b9/80/18/b980187cff6a53d60d387a75cff9ab19.jpg,cover,2026-05-24T12:02:44Z
5e94b94f-0be8-4089-b9d2-b26a88ae1ed0,3f1ecd3c-6197-473e-98f0-0f26731d99af,https://tse2.mm.bing.net/th/id/OIP.92OdqTIk4LitBNlZIMtl8AHaJQ?w=1080&h=1350&rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
39a49965-0fe1-48b8-b24f-97518ec0bee3,e8b7a4f8-8121-4d11-b8db-928c7cb8df60,https://tse4.mm.bing.net/th/id/OIP.pJe38um5qAwsNWFunCTSfgHaEO?rs=1&pid=ImgDetMain&o=7&rm=3,cover,2026-05-24T12:02:44Z
6f54438a-2e63-463f-bd1c-d04d94dc34ea,8b9fc033-f84c-4047-af51-dcdba3ad06ef,https://images.prismic.io/luxdeco-dev/MWM1MGExZjYtZDA0Ny00NDkzLWJmNTktZTJiMjJhZTM1NGZh_restaurant_interior_design-_layouts_design_ideas___luxdeco_3.jpg?auto=compress,cover,2026-05-24T12:02:44Z
