id,name,lat,long
HCM_00066,Cà Phê 30-4,10.7761438,106.6946963
HCM_00067,Cà Phê Smart,10.7876581,106.6999764
HCM_00068,Nhà Hàng Honeymoon,10.7602951,106.6991702
HCM_00069,Khách Sạn Saigon Mini 5,10.7665297,106.6918613
HCM_00070,Cửa Hàng Xôi Chè Bùi Thị Xuân,10.7675882,106.6863944
HCM_00071,Topping Beef,10.7797991,106.6949139
HCM_00072,The Coffee Bean & Tea Leaf,10.7805315,106.6956539
HCM_00073,Trung Nguyên Coffee,10.7817145,106.6982688
HCM_00074,Bến Thành,10.783112,106.6980911
HCM_00075,Quán Cà Phê Papa,10.7833122,106.6956127
HCM_00076,Cà Phê Gió Bấc,10.783145,106.6955418
HCM_00077,Quán Chill Skybar,10.7704248,106.6943359
HCM_00078,Highlands Coffee,10.7686294,106.6934148
HCM_00079,The Coffee Bean & Tea Leaf,10.7680657,106.695136
HCM_00080,The Coffee Bean & Tea Leaf;235 Đồng Khởi,10.7786273,106.6999908
HCM_00081,Cà Phê Cuộc Sống Dễ Dàng,10.7826261,106.6965122
HCM_00082,Quán Phở 2000,10.7718157,106.697747
HCM_00083,Trung Nguyên Coffee,10.772661,106.6954006
HCM_00084,Nhà Hàng Ngon,10.7773464,106.6996325
HCM_00085,Nhà Hàng Rơm BBQ,10.7736789,106.6992615
HCM_00086,Phở 24,10.7718553,106.6975823
HCM_00087,Nhà Hàng Nướng Barbecue Garden,10.7748184,106.6992492
HCM_00088,Khách Sạn Windsor Plaza Sài Gòn,10.758007,106.6732829
HCM_00089,Cafe Trung Nguyên,10.7563655,106.685485
HCM_00090,Cà Phê Quỳnh,10.77977,106.661781
HCM_00091,Highlands Coffee,10.7809781,106.6980644
HCM_00092,Phở Bắc Hải,10.7838752,106.6992161
HCM_00093,Nhà Hàng Pháp Hoa,10.767809,106.688677
HCM_00094,Quán Ăn Hoàng Ký 1,10.755919,106.676499
HCM_00095,Khách Sạn Nam Hy,10.7557373,106.6760578
HCM_00096,Pizza Hut Nguyễn Trãi,10.7565057,106.6760334
HCM_00097,Bún Bò Huế Gia Hội,10.78415,106.6975046
HCM_00098,Nhà Hàng Hồ Tây,10.784324,106.697355
HCM_00099,Khách Sạn Hoàng Hải Long,10.7715128,106.6942511
HCM_00100,Cafe Thềm Xưa,10.759976,106.685927
HCM_00101,Quán Cơm Gà Xối Mỡ,10.786308,106.671644
HCM_00102,Khách Sạn Đại Huy Hoàng,10.7672409,106.6909759
HCM_00103,Trà sữa Tea Cup,10.7980613,106.6885019
HCM_00104,Cà Phê Bud's,10.7980034,106.688636
HCM_00105,Pizza Hut,10.7972201,106.6907929
HCM_00106,Nhà Hàng Sumo BBQ,10.797523,106.689728
HCM_00107,Quán Ăn Vương Gia Tửu,10.7978659,106.6874239
HCM_00108,Nhà Hàng Quảng Đông San Fu Lou,10.7985189,106.6874636
HCM_00109,Khách Sạn Thanh Quỳnh,10.7986593,106.6879678
HCM_00110,Cà Phê Bobby Brewers,10.7887204,106.676627
HCM_00111,Central Parc Bánh Mì,10.7787487,106.6985432
HCM_00112,Starbucks,10.7788646,106.6982455
HCM_00113,Nhà Hàng Khói Thơm,10.7806216,106.6901081
HCM_00114,Cà Phê Terrace,10.7971795,106.6735475
HCM_00115,Domino's,10.7926127,106.6959584
HCM_00116,Khách Sạn Grand Silverland,10.7736782,106.6970086
HCM_00117,Khách Sạn Hà My,10.7738995,106.6969013
HCM_00118,Cà Phê New Day,10.7739206,106.6970944
HCM_00119,Khách Sạn A&EM,10.7740997,106.6969013
HCM_00120,Khách Sạn Kelly,10.7741841,106.6970301
HCM_00121,Cà Phê TEE,10.7969963,106.6705977
HCM_00122,Cà Phê Miền Đồng Thảo,10.7972044,106.6752752
HCM_00123,Quán Ăn Pháp Ti Ti,10.7956297,106.6949528
HCM_00124,The Coffee Bean & Tea Leaf,10.7717336,106.6975733
HCM_00125,Quán Bún Chay - 13k,10.744303,106.690393
HCM_00126,Cafe Mai Hương,10.7702328,106.6527066
HCM_00127,Mì Quảng Bà Bốn,10.7912767,106.64564
HCM_00128,Quán Cà Phê 6K,10.7805883,106.6436517
HCM_00129,Cà Phê 77,10.7920273,106.6444373
HCM_00130,Nhà Hàng Hương Đồng 4,10.7942099,106.6963509
HCM_00131,KFC,10.757665,106.6998702
HCM_00132,Lotteria,10.7518041,106.6204667
HCM_00133,Nhà Hàng Tokyo Deli,10.7795329,106.6865534
HCM_00134,Coconut and Pumpkin,10.7527455,106.6585727
HCM_00135,Khách Sạn Hoàng Gia,10.7719734,106.6929079
HCM_00136,Lẩu Dê Kỳ Đồng,10.7917958,106.6972343
HCM_00137,Bánh tráng cuốn Dì Ba,10.768402,106.6467879
HCM_00138,Cà Phê Tutti Frutti Frozen Yogurt,10.7719303,106.6976976
HCM_00139,Căn Tin Thông Tin Tin Hiêu Đường Săt Sài Gòn,10.7827822,106.6768976
HCM_00140,KFC,10.7765304,106.6837229
HCM_00141,Trung Nguyên Coffee,10.7826381,106.6769835
HCM_00142,Nhà Hàng Pháp Hidden,10.7674081,106.6930818
HCM_00143,Khách Sạn Đức Minh,10.7518784,106.6740794
HCM_00144,Highlands Coffee,10.7558754,106.6839049
HCM_00145,Bún Bò Huế Nhân Trí 1,10.7622509,106.6762166
HCM_00146,Cà Phê Rita Võ,10.7603644,106.6833383
HCM_00147,Quán Bar Tokyo Club,10.7518312,106.6743051
HCM_00148,Cà Phê BB Corner,10.7728073,106.6952588
HCM_00149,Starbucks,10.7767726,106.6983083
HCM_00150,Cà Phê Dinh Y,10.727155,106.654116
HCM_00151,Khách Sạn Elegant,10.7697367,106.6882034
HCM_00152,Popeyes,10.7927545,106.6993341
HCM_00153,Cà Phê Paradise,10.7557401,106.6762805
HCM_00154,Cà Phê Anh Phán,10.7690065,106.6992927
HCM_00155,Nhà Hàng Bon,10.768989,106.699256
HCM_00156,Cà Phê Lãng,10.776069,106.66608
HCM_00157,Phở Bắc Hải,10.773102,106.668835
HCM_00158,Cà Phê Hello Boba,10.769426,106.697944
HCM_00159,Pizza Hut,10.776985,106.690347
HCM_00160,Nhà Hàng Hoàng Ty,10.776477,106.689956
HCM_00161,The Coffee Bean & Tea Leaf,10.778667,106.6980739
HCM_00162,Cà Phê Milano Radio,10.7994534,106.6888155
HCM_00163,Trung Nguyên Coffee,10.783733,106.694489
HCM_00164,Nhà Hàng Bích Liên,10.786249,106.676706
HCM_00165,Khách Sạn Ramana,10.787734,106.6777247
HCM_00166,Cà Phê The Fig,10.797106,106.676753
HCM_00167,Cà Phê Phúc Long,10.7724413,106.6988757
HCM_00168,Khách Sạn Asian Ruby,10.771704,106.695552
HCM_00169,Ốc Tao Đàn,10.77734,106.692708
HCM_00170,Cà Phê Press,10.779376,106.6960124
HCM_00171,Tiệm Bánh Mì Xu Xu,10.7910669,106.6658064
HCM_00172,Cà Phê Eleven,10.7716401,106.6951331
HCM_00173,Cửa Hàng Burger King,10.760002,106.698807
HCM_00174,Cà Phê & Nhà Hàng IRIS18,10.7358783,106.6915593
HCM_00175,Cà Phê Thuỷ Mộc,10.777546,106.682577
HCM_00176,Highlands Coffee,10.784071,106.699901
HCM_00177,Cà Phê Mylife,10.767481,106.688215
HCM_00178,Cà Phê Soybean,10.767428,106.68829
HCM_00179,Nhà Hàng Đông Hồ,10.7745919,106.672839
HCM_00180,Nhà Hàng Kỳ Hoà 2,10.7744186,106.6716617
HCM_00181,Nhà Hàng Soya Pudding,10.767854,106.686372
HCM_00182,Cà Phê Regina,10.778345,106.699128
HCM_00183,Starbucks,10.7974626,106.6900114
HCM_00184,Nhà Hàng ThaiExpress,10.7983638,106.6878608
HCM_00185,Nhà Hàng Kichi - Kichi,10.7978158,106.689146
HCM_00186,Bò Né 2 Chị Em,10.7976159,106.6895901
HCM_00187,KFC,10.792697,106.6972888
HCM_00188,Cà Phê Chum,10.7970127,106.6905511
HCM_00189,Bánh Cuốn Tây Hồ,10.7998015,106.6849475
HCM_00190,Cơm Gà Tam Kỳ,10.7977045,106.689422
HCM_00191,Cà Phê Phin,10.7990903,106.6885169
HCM_00192,Cà Phê Lộc Vừng,10.7968052,106.686666
HCM_00193,Quán Lẩu Dê 304,10.7966788,106.6649293
HCM_00194,Pizza Inn,10.7927834,106.6800134
HCM_00195,Nhà Hàng Chay Lá Bồ Đề,10.7994051,106.6861389
HCM_00196,Khách Sạn Green,10.792027,106.678266
HCM_00197,Khách Sạn Vàng Anh,10.7979061,106.6897753
HCM_00198,Quán Cơm Dân Chủ,10.7781609,106.6812448
HCM_00199,KFC,10.7641045,106.6871413
HCM_00200,Khách Sạn New Epoch,10.7769893,106.6834978
HCM_00201,Hana Buffet,10.7835575,106.6909915
HCM_00202,Cà Phê Mylife,10.7769687,106.6980029
HCM_00203,Cà Phê Sành Điệu,10.7772892,106.6830134
HCM_00204,Phở Hùng,10.7857396,106.6949916
HCM_00205,Khách Sạn Hồng Vy,10.7868488,106.6930765
HCM_00206,Khách Sạn Liên Phương,10.7876735,106.6920492
HCM_00207,Khách Sạn A25,10.7874048,106.6923764
HCM_00208,Highlands Coffee,10.7878843,106.6917863
HCM_00209,Cơm Tấm Cali,10.7882189,106.6916737
HCM_00210,Nhà Hàng Món Huế,10.7890805,106.6905927
HCM_00211,Pizza Hut,10.7893229,106.6899973
HCM_00212,Trung Nguyên Coffee,10.7897734,106.6893777
HCM_00213,Popeyes,10.7901054,106.6893026
HCM_00214,Cà Phê Sông Hương,10.7961513,106.6913175
HCM_00215,Cà Phê No.1,10.7918912,106.6606953
HCM_00216,Cà Phê Phố,10.7913315,106.6633709
HCM_00217,Coffee Bamboo,10.7899609,106.6651494
HCM_00218,Cà Phê 33,10.7858593,106.6749946
HCM_00219,Lotteria,10.7931811,106.6590387
HCM_00220,The Coffee House,10.7992462,106.682678
HCM_00221,Khách Sạn PT,10.7991889,106.6843965
HCM_00222,Nhà Hàng Hoa Tulip 1,10.7764352,106.6846545
HCM_00223,Khách Sạn PP BackPackers,10.7673302,106.6908055
HCM_00224,Cà Phê Yes,10.792289,106.688214
HCM_00225,Khách Sạn Sunny,10.792368,106.6882328
HCM_00226,Khách Sạn Yellow House Saigon,10.7648733,106.6955744
HCM_00227,Khách Sạn Aston,10.7672561,106.6938225
HCM_00228,Khách Sạn An An,10.7677791,106.6945052
HCM_00229,Khách Sạn Saigon Sports,10.7678134,106.6945911
HCM_00230,Khách Sạn Yến Trang 2,10.7682818,106.6939965
HCM_00231,Khách Sạn Hạnh Phúc,10.7678727,106.694807
HCM_00232,Xôi vò Thảo Trần,10.7628267,106.6645622
HCM_00233,Nhà Hàng Ẩm Thực Việt Nam,10.766989,106.693433
HCM_00234,Quán Ngự Bình,10.7924466,106.6820018
HCM_00235,Khách Sạn Beautiful,10.7681899,106.6940516
HCM_00236,Khách Sạn Kiên,10.7681,106.694112
HCM_00237,Nhà Hàng Pundjab,10.7680371,106.6941696
HCM_00238,Khách Sạn Cam,10.7683559,106.6939604
HCM_00239,Khách Sạn Lan Anh,10.7681847,106.6937352
HCM_00240,Nhà Hàng Koto,10.7830786,106.6969715
HCM_00241,Bánh Xèo 46A,10.7896047,106.6912995
HCM_00242,Khách Sạn EdenStar Sài Gòn,10.7718739,106.6900291
HCM_00243,Bánh Khọt Cô Ba Vũng Tàu,10.7705632,106.6815986
HCM_00244,Nhà Hàng Vỹ Dạ,10.7749047,106.6980099
HCM_00245,Bánh Cuốn Hải Nam,10.7687389,106.6834665
HCM_00246,Quán Chả Giò Cua Biển 94,10.7903516,106.6976096
HCM_00247,Quán Cơm Tấm 390,10.7830862,106.6720457
HCM_00248,Cơm Tấm Nguyễn Văn Cừ,10.7577795,106.6845222
HCM_00249,Cà Phê Mani,10.7972507,106.6872748
HCM_00250,Bún Nước Chị Ba,10.7611535,106.6927466
HCM_00251,Bánh Xèo Mười Xiềm,10.794319,106.6779976
HCM_00252,Nhà Hàng Prem Bistro & Cafe,10.7752831,106.6894658
HCM_00253,Nhà Hàng The Organic,10.7916099,106.693465
HCM_00254,Nhà Hàng Chay Saigon 3,10.7763157,106.6866707
HCM_00255,Cà Phê Hoàng Mỹ,10.7975461,106.6766241
HCM_00256,Khách Sạn N Dung,10.7687425,106.6940811
HCM_00257,Nhà Hàng K-Pub Hoa Đào,10.7978087,106.687348
HCM_00258,Cà Phê Suối Nguồn,10.7984019,106.6680438
HCM_00259,Khách Sạn Long,10.766669,106.6896699
HCM_00260,Khách Sạn Khói,10.7667992,106.6896673
HCM_00261,Nhà Hàng The Sushi Bar 4,10.775935,106.6878807
HCM_00262,Nhà Hàng Chay Hương Sen,10.7691582,106.6912982
HCM_00263,Cà Phê Bike,10.7801585,106.6796374
HCM_00264,Nhà Hàng D'Green Salad Food Drink,10.769733,106.693061
HCM_00265,Khách Sạn GK Central,10.7744943,106.6975843
HCM_00266,Khách Sạn The Town House 50,10.7717535,106.6897307
HCM_00267,Cà Phê Zoom,10.7669277,106.6941435
HCM_00268,Pizza Hut,10.7669066,106.6941815
HCM_00269,Khách Sạn Cap Town,10.772061,106.6952015
HCM_00270,Pizza Hut,10.7807736,106.6982429
HCM_00271,Pizza Hut,10.7770084,106.6811613
HCM_00272,Pizza Hut,10.7641929,106.6824701
HCM_00273,Pizza Hut,10.7875158,106.6633102
HCM_00274,Pizza Hut,10.7633997,106.6679121
HCM_00275,Pizza Hut,10.7619691,106.6706034
HCM_00276,Cà Phê Memory,10.7988787,106.6332122
HCM_00277,Pizza Hut,10.765984,106.6450274
HCM_00278,Pizza Hut,10.7367981,106.6710632
HCM_00279,Khách Sạn 4 Sao New Pacific,10.78384,106.6828613
HCM_00280,Nhà Hàng Saigon Green House,10.7724714,106.6958298
HCM_00281,Khách Sạn Eden Garden 2,10.7682418,106.6945397
HCM_00282,Địa Đạo Phú Thọ Hòa,10.7842199,106.6312668
HCM_00283,Cà Phê MyLife,10.76423,106.6923359
HCM_00284,Cà Phê Nguyễn Hoàng,10.7716515,106.695367
HCM_00285,Cà Phê Three O’clock,10.7553326,106.6818593
HCM_00286,Nhà Hàng Asian Kitchen,10.7683337,106.6940202
HCM_00287,Nhà Hàng Sando's,10.7681633,106.6944511
HCM_00288,Cà Phê Phương Anh,10.7355457,106.6933084
HCM_00289,Cà Phê Xe,10.7867661,106.6748547
HCM_00290,Starbucks,10.7675184,106.6938961
HCM_00291,Nhà Hàng Lamenda,10.7740352,106.6970177
HCM_00292,Suite Backpackers Inn,10.7676399,106.6943165
HCM_00293,Nhà Hàng Propaganda Saigon Bistro,10.778708,106.6980884
HCM_00294,Khách Sạn Cinnamon,10.7715127,106.6923183
HCM_00295,Tiệm Mì Huê Ký,10.7572242,106.6583557
HCM_00296,Khách Sạn Hong Kong Kaiteki,10.7678485,106.6947713
HCM_00297,Cà Phê Tiny's,10.7682783,106.6944886
HCM_00298,Nhà Hàng Hummus And Grill Lebanese,10.7684387,106.6942563
HCM_00299,Nhà Hàng Cycloresto,10.7721513,106.6936449
HCM_00300,Quán Cơm Đo Đo,10.7698049,106.6867841
HCM_00301,Khách Sạn Ava 2,10.7647192,106.6950915
HCM_00302,Khách Sạn Sunrise Central,10.7737761,106.6969229
HCM_00303,KFC,10.7748908,106.6477677
HCM_00304,Cà Phê Sorrento,10.778698,106.6746396
HCM_00305,Quán Bia Ngoài Trời HOPS,10.7848414,106.6961927
HCM_00306,Nhà Hàng Trung Hoa Saigon 3,10.7746583,106.6886013
HCM_00307,Cà Phê Cẩm Tú,10.7261065,106.693271
HCM_00308,Cà Phê Trầm,10.7965646,106.6777741
HCM_00309,Khách Sạn Compass Park View,10.7723839,106.6929389
HCM_00310,Nhà Hàng L'usine,10.7731015,106.6994604
HCM_00311,Loving Hut,10.7894669,106.6953972
HCM_00312,득 브엉호텔,10.765762,106.69095
HCM_00313,Khách Sạn Lê Duy,10.770762,106.6936694
HCM_00314,Khách Sạn Cát Huy,10.766569,106.690292
HCM_00315,Burger King,10.7946773,106.650299
HCM_00316,Cà Phê - Trà Joe Coffee,10.7478046,106.6809361
HCM_00317,Nhà Hàng Cà Phê Hồ Chí Minh,10.7696927,106.6977556
HCM_00318,Cà Phê Bookworm,10.7660753,106.6910914
HCM_00319,Cafe Chất,10.7383048,106.6681103
HCM_00320,The Coffee House;Đá Muối Himalaya DamiLama,10.796404,106.690969
HCM_00321,The Coffee House,10.7932368,106.6959784
HCM_00322,The Coffee House,10.778179,106.681205
HCM_00323,The Coffee House,10.794449,106.6680251
HCM_00324,The Coffee House,10.7855259,106.6819458
HCM_00325,Trà sữa TenRen,10.7831114,106.6962575
HCM_00326,The Coffee House,10.7740652,106.668449
HCM_00327,Nhà Hàng - Cafe Bookworm's,10.7663169,106.6913488
HCM_00328,The Coffee House,10.7718466,106.6574966
HCM_00329,The Coffee House,10.7683299,106.6988431
HCM_00330,Nhà Hàng Gà Ta Sơn Ca,10.7824237,106.6672365
HCM_00331,Khách Sạn Mai Yến,10.7817062,106.668381
HCM_00332,Khách Sạn 68,10.7679462,106.6950983
HCM_00333,ร้านขายยาส่ง,10.7809246,106.6660613
HCM_00334,Carl's Jr.,10.7787824,106.6996434
HCM_00335,Cà Phê Demon,10.7435037,106.6912254
HCM_00336,Nhà Hàng Gogi,10.7977766,106.6892286
HCM_00337,Nhà Hàng Bảo Hà,10.7367328,106.6422088
HCM_00338,Khách Sạn Quy Thanh,10.7724577,106.694196
HCM_00339,Phở Lệ,10.7553081,106.6736944
HCM_00340,Jolliebee Trần Hưng Đạo,10.7564895,106.6849749
HCM_00341,Khách Sạn Yến,10.7682867,106.6941009
HCM_00342,Nhà Hàng Zìn Ký,10.7692725,106.6904171
HCM_00343,Khách Sạn Blue River 2,10.7664022,106.6996139
HCM_00344,Nhà Khách Thanh,10.767335,106.69325
HCM_00345,Nhà Hàng Nam Phạm,10.778681,106.6921566
HCM_00346,Nhà Hàng Cà Phê Fly Cupcake Garden,10.782195,106.6878302
HCM_00347,Nhà Hàng Red House,10.7727251,106.6791334
HCM_00348,Sa Đéc Quán,10.7820043,106.6932163
HCM_00349,Nem Nướng Cô Điệp,10.7952872,106.6655599
HCM_00350,Nhà Hàng Chay Phi Nhung,10.7927744,106.6881528
HCM_00351,Cà Phê Thức,10.7798626,106.6924403
HCM_00352,Cà Phê Phúc An,10.7977515,106.688418
HCM_00353,Cà Phê Guitar Quận 6,10.7428895,106.6412276
HCM_00354,Cà Phê Vừng Ơi,10.7815859,106.691294
HCM_00355,Cửa Hàng Bún Bò Viên Vườn Chuối,10.7741459,106.6829523
HCM_00356,Quán Nhậu Bamboo,10.7918435,106.6626874
HCM_00357,Chất Coffee Roasters & Bistro,10.7689536,106.6977346
HCM_00358,Cà Phê Sam,10.7485051,106.6159837
HCM_00359,Highlands Coffee,10.7881332,106.6996603
HCM_00360,Khách Sạn Hoàng Liên,10.7721656,106.6907311
HCM_00361,Cơm Gà Tam Kỳ Hồng Nga,10.7685706,106.6871539
HCM_00362,Cà Phê Nubei,10.765935,106.689767
HCM_00363,Khách Sạn Hoàng Long,10.733188,106.6901635
HCM_00364,Highlands Coffee,10.7796762,106.6924435
HCM_00365,Cộng Cà Phê,10.7666057,106.69208
HCM_00366,Quán Ăn Dim Sum House,10.7688832,106.6907172
HCM_00367,Cà Phê Thy Thy,10.7872188,106.6238513
HCM_00368,Taj Mahal,10.7680805,106.6925388
HCM_00369,Khác Sạn Minh Minh Tâm,10.7709448,106.6726
HCM_00370,Khách Sạn Phương Anh,10.767744,106.6711983
HCM_00371,Lotteria,10.7707012,106.6730351
HCM_00372,Nhà Hàng Ý Mumtaz,10.7659975,106.6909905
HCM_00373,Khách Sạn Phương Anh,10.7710751,106.6701285
HCM_00374,Lẩu dê Việt,10.7335613,106.6739143
HCM_00375,Khách Sạn Huy Lộc 1,10.7658141,106.6746366
HCM_00376,Khách Sạn Bel Ami,10.7869069,106.6531977
HCM_00377,Highlands Coffee,10.7854421,106.6986902
HCM_00378,Nhà hàng Bình Xuyên,10.731559,106.6727744
HCM_00379,Cà Phê Cocobana Tea Room & Garden,10.7427982,106.6694838
HCM_00380,Cà Phê KooKu,10.783391,106.689237
HCM_00381,Viet Village,10.7886408,106.6992852
HCM_00382,Khách Sạn Giang Home,10.7356774,106.6593621
HCM_00383,Quán 163 Cyclo Bar,10.7692297,106.6942265
HCM_00384,Nhà Hàng Soul Burger,10.7724373,106.6988409
HCM_00385,Chay Việt An,10.7927434,106.6897471
HCM_00386,Bar's Bar,10.7726551,106.6971203
HCM_00387,Khách Sạn Viễn Đông,10.76806,106.69372
HCM_00388,Khách Sạn La Felix,10.7675926,106.6907033
HCM_00389,Cơm tấm Anh Tú,10.7712618,106.6301381
HCM_00390,Bánh Canh Bảy,10.7712176,106.6302457
HCM_00391,Cà Phê Lisa,10.7965478,106.6855057
HCM_00392,I Cafe,10.7373058,106.6928518
HCM_00393,Quán Bánh Đa Cua,10.7893707,106.6623077
HCM_00394,McDonald's,10.7500736,106.6283243
HCM_00395,Quán Nem Chả Năm Thu,10.7834253,106.6381266
HCM_00396,Cà Phê Bingsu World,10.7758815,106.689603
HCM_00397,Nhà Hàng Chay Hum,10.7786518,106.6920846
HCM_00398,Nhà Hàng Sari Đặc Sản Phan Thiết,10.7791058,106.669572
HCM_00399,Nhà Hàng Làng Việt,10.7807511,106.6938626
HCM_00400,Khách Sạn Anpha Boutique,10.7728676,106.697015
HCM_00401,Hủ Tiếu Sườn Né Đào,10.7718998,106.6921906
HCM_00402,Phở Hùng,10.7514173,106.6218242
HCM_00403,Khách Sạn Lê Ngân Phụng,10.7994489,106.691242
HCM_00404,Nhà Hàng Chaba Thai,10.7734967,106.6973611
HCM_00405,Nhà Hàng Spice India,10.7675973,106.694792
HCM_00406,Cà Phê Bazzan,10.7670123,106.6941169
HCM_00407,Nhà Hàng TNT BBQ,10.7722284,106.6942795
HCM_00408,Cà Phê Milano,10.7799029,106.6843953
HCM_00409,Khách Sạn Phú Lộc,10.7985073,106.6580964
HCM_00410,Khách Sạn Liva,10.7983973,106.6581407
HCM_00411,Quán Pub Universal,10.7666964,106.6919464
HCM_00412,Lẩu Mắm Bà Dú,10.7927688,106.6913594
HCM_00413,Cà Phê Felix,10.7343528,106.6600479
HCM_00414,Cà Phê Viva Star,10.7344014,106.6604488
HCM_00415,Bún Mắm Vy,10.7591873,106.6741732
HCM_00416,Highlands Coffee,10.7423362,106.6107682
HCM_00417,Phúc Long,10.7432487,106.6125418
HCM_00418,Nhà Hàng Nam Giao,10.7746281,106.6982991
HCM_00419,Cà Phê Betta Fish,10.7651367,106.6993512
HCM_00420,Nhà Hàng Cá Biển & Ốc Biển,10.7750895,106.6880279
HCM_00421,Amitaba Cafe - Ẩm Thực Chay,10.7650602,106.6975009
HCM_00422,Cà Phê Royal Tea House,10.7813628,106.6970135
HCM_00423,Mì Quảng Rau Sạch,10.7820698,106.6988275
HCM_00424,Circle K,10.7970378,106.6238513
HCM_00425,The Pizza Company,10.7674139,106.6956438
HCM_00426,Quán Bún Đậu Nhà Tôi,10.7603231,106.6689315
HCM_00427,Trung Tâm Mua Sắm Russian,10.7617399,106.6950862
HCM_00428,Khách Sạn Eden Garden,10.768162,106.6945829
HCM_00429,Nhà hàng Cố Đô,10.7589694,106.6784957
HCM_00430,Khách Sạn Green Suites,10.7650428,106.6912251
HCM_00431,Nhà Hàng Thanh Mai,10.7715838,106.6965092
HCM_00432,Khách Sạn Nguyệt Vân,10.7617934,106.691406
HCM_00433,Phở Kim,10.7745642,106.6868565
HCM_00434,Cà Phê 6k,10.766888,106.69237
HCM_00435,Nhà Hàng Salima Halal,10.7720393,106.6973647
HCM_00436,Air 360 Sky Lounge,10.7689199,106.6972018
HCM_00437,Nhà Hàng Út Cà Mau,10.7844093,106.6919069
HCM_00438,Nhà Hàng Nhật Phương,10.7901736,106.6863392
